price_chf,city,postal_code,latitude,longitude,surface_m2,num_rooms,type,is_furnished,floor,wifi_incl,charges_incl,car_park,dist_public_transport_km,proxim_hesso_km,nearest_hesso_name
1399,Riddes,1908,46.169632,7.218154,44.4,2.0,entire_home,False,2,True,True,True,0.305,12.84,HES-SO Sion
312,St-Maurice,1890,46.217717,6.996975,18.8,1.0,room,False,2,True,True,False,0.419,28.22,HES-SO Sion
469,Leuk,3953,46.31588,7.635302,22.3,1.0,room,True,3,False,True,False,0.37,7.0,HES-SO Loeche
309,Saxon,1907,46.151603,7.170932,17.0,1.0,room,True,3,True,False,False,0.313,17.0,HES-SO Sion
486,Sierre,3960,46.289798,7.537459,25.6,1.0,room,False,1,False,False,False,0.035,0.27,HES-SO Sierre
315,Saxon,1907,46.144708,7.171863,17.8,1.0,room,False,4,False,True,False,0.506,17.33,HES-SO Sion
1305,Riddes,1908,46.176171,7.217779,35.5,1.5,entire_home,True,4,True,True,True,0.389,12.52,HES-SO Sion
430,Vétroz,1963,46.220941,7.283475,18.7,1.0,room,True,1,False,True,False,0.537,6.13,HES-SO Sion
516,Saxon,1907,46.152915,7.171725,28.0,1.0,room,False,0,True,True,False,0.414,16.87,HES-SO Sion
335,Riddes,1908,46.173173,7.211844,18.2,1.0,room,False,5,True,False,False,0.47,13.08,HES-SO Sion
252,Monthey,1870,46.247982,6.950856,20.9,1.0,room,False,4,False,True,False,0.251,31.84,HES-SO Sion
1251,Martigny,1920,46.098,7.073495,44.0,2.5,entire_home,False,5,False,False,False,0.179,26.53,HES-SO Sion
379,Monthey,1870,46.253935,6.945124,19.8,1.0,room,False,0,False,True,True,0.172,32.33,HES-SO Sion
421,Martigny,1920,46.104857,7.074422,26.7,1.0,room,False,4,False,True,False,0.113,26.06,HES-SO Sion
292,Brig,3900,46.320479,7.982928,19.3,1.0,room,False,2,False,True,False,0.139,28.19,HES-SO Loeche
1190,Vétroz,1963,46.21782,7.280806,33.6,2.0,entire_home,False,5,True,True,False,0.897,6.38,HES-SO Sion
530,Conthey,1964,46.218316,7.303126,21.6,1.0,room,True,1,True,False,False,0.143,4.68,HES-SO Sion
537,Conthey,1964,46.216721,7.302752,21.5,1.0,room,True,2,False,True,False,0.102,4.75,HES-SO Sion
512,Conthey,1964,46.212906,7.298639,20.6,1.0,room,True,5,True,True,False,0.567,5.17,HES-SO Sion
1123,Visp,3930,46.293664,7.884258,33.5,2.0,entire_home,False,3,False,True,True,0.187,21.98,HES-SO Loeche
438,Fully,1926,46.135417,7.108344,24.1,1.0,room,True,4,False,False,False,0.26,22.11,HES-SO Sion
318,Fully,1926,46.141916,7.106099,23.9,1.0,room,True,0,False,False,False,0.88,21.94,HES-SO Sion
437,Vétroz,1963,46.218738,7.284537,21.7,1.0,room,True,5,False,False,False,0.781,6.08,HES-SO Sion
1549,Martigny,1920,46.102164,7.070829,56.7,3.0,entire_home,False,1,True,True,False,0.083,26.46,HES-SO Sion
